6798seven;Digits found: ['6', '7']; Number;67
six8b32csscsdgjsevenfivedlhzhc;Digits found: ['6', '5']; Number;65
fcvvkvjjnhfivesixfiveninesxlvnhfckc54;Digits found: ['5', '4']; Number;54
feightwo4twofivefour;Digits found: ['8', '4']; Number;84
cgpzm2sevenone68636;Digits found: ['2', '6']; Number;26
498879;Digits found: ['4', '9']; Number;49
fivetwo2plltvdfourhhgrfn;Digits found: ['5', '4']; Number;54
onertxzlzdnxn2seven;Digits found: ['1', '7']; Number;17
ninethree4v1five;Digits found: ['9', '5']; Number;95
5pnnss16lzbsmcckeightdseven;Digits found: ['5', '7']; Number;57
jthree249four2cjzqmmbrqnnine;Digits found: ['3', '9']; Number;39
foursixfourfbgvqm1rchdlmzhtzqqfjzpmln;Digits found: ['4', '1']; Number;41
twojtwoscbrtgmnqzvbfbzvrtkxhmf76nine;Digits found: ['2', '9']; Number;29
2fourtwo;Digits found: ['2', '2']; Number;22
svxz8bjvt5zzvjzhkmtmnnft92;Digits found: ['8', '2']; Number;82
threetffnjvkfh81nineqqshzdf2vtjfqjtbdv;Digits found: ['3', '2']; Number;32
seven1drfivethreedpqflxgdshlzmmnrb;Digits found: ['7', '3']; Number;73
7sggjxkcxfourthreefourtwos3nine;Digits found: ['7', '9']; Number;79
39t6rvkbdnfpssj6djnfbqklkgfsqbf;Digits found: ['3', '6']; Number;36
3four2zcfvtplkrbeight274;Digits found: ['3', '4']; Number;34
one7sixninesix;Digits found: ['1', '6']; Number;16
kkxmtmdthree6jrj6;Digits found: ['3', '6']; Number;36
81sevenmnine1llbqrsprc;Digits found: ['8', '1']; Number;81
5nine9qgjceight;Digits found: ['5', '8']; Number;58
three1sdmq9sevenfournine;Digits found: ['3', '9']; Number;39
khnlbmzhvlsix3;Digits found: ['6', '3']; Number;63
nineone6onesixvlnlxeightfive;Digits found: ['9', '5']; Number;95
schplznseveneightnlcxgr7four;Digits found: ['7', '4']; Number;74
6one1djcdmpdrgq3two;Digits found: ['6', '2']; Number;62
fourzhpnphmq52r813four;Digits found: ['4', '4']; Number;44
scsxjthreefoureight2fivepfmpfj8;Digits found: ['3', '8']; Number;38
69xvbxfffmr7one8gmch8;Digits found: ['6', '8']; Number;68
one8tfpgrdhm;Digits found: ['1', '8']; Number;18
2gxmhtfrbrkpdvlvsmdqrktxtrpssbrv933;Digits found: ['2', '3']; Number;23
4vfrtkdqlbtwordlbppsssp;Digits found: ['4', '2']; Number;42
2cjmtvnzpbkdcq5twofourtwo;Digits found: ['2', '2']; Number;22
2three5onetwogpfqtszbjh;Digits found: ['2', '2']; Number;22
hgvnine9four996;Digits found: ['9', '6']; Number;96
37142745;Digits found: ['3', '5']; Number;35
four73;Digits found: ['4', '3']; Number;43
8552ztclnd;Digits found: ['8', '2']; Number;82
onevmpd76eighth;Digits found: ['1', '8']; Number;18
threethree8;Digits found: ['3', '8']; Number;38
bgtwonedrmc35;Digits found: ['2', '5']; Number;25
23one;Digits found: ['2', '1']; Number;21
9lpxzhkck2five3qone9zgxzrzd;Digits found: ['9', '9']; Number;99
hs1;Digits found: ['1', '1']; Number;11
92xhflsixltpqprpfggbzrvmfqone4;Digits found: ['9', '4']; Number;94
eight9sevenpcxvl6two1;Digits found: ['8', '1']; Number;81
rceightwo6jc1nvllxsstqgnlhtl4;Digits found: ['8', '4']; Number;84
tlnhlsixfn3lbdlqztmkthreedllfourone;Digits found: ['6', '1']; Number;61
74five;Digits found: ['7', '5']; Number;75
dcfpstvxnd52kdqhlht;Digits found: ['5', '2']; Number;52
7onenine;Digits found: ['7', '9']; Number;79
2twothreehdzssrt1;Digits found: ['2', '1']; Number;21
eightseveneight54xflfspthreefsfbtbslx;Digits found: ['8', '3']; Number;83
4ffsfsvkxslvp;Digits found: ['4', '4']; Number;44
939flgbmvzpvfsmtcsix3;Digits found: ['9', '3']; Number;93
742;Digits found: ['7', '2']; Number;72
qcfive72plvnd7;Digits found: ['5', '7']; Number;57
5hhd8onejbsfklmpzcgffivenine;Digits found: ['5', '9']; Number;59
twodsmjkhdxjdgktlrteightseven2cttnpjsv;Digits found: ['2', '2']; Number;22
31kptdmtwojrgp;Digits found: ['3', '2']; Number;32
dnnmrflcft92;Digits found: ['9', '2']; Number;92
7gtglplfkrnine85xm7;Digits found: ['7', '7']; Number;77
voneightznktfvmxlhnine1seven4z;Digits found: ['1', '4']; Number;14
24sevenncdmcpkrvnxlbeightsixlrvns;Digits found: ['2', '6']; Number;26
38prmrxcm5;Digits found: ['3', '5']; Number;35
4vhncsevenjgvjllppvcfmvrlsdtkqcldpq;Digits found: ['4', '7']; Number;47
81phvtb;Digits found: ['8', '1']; Number;81
5l7twoeightlr;Digits found: ['5', '8']; Number;58
8xfqbnone5;Digits found: ['8', '5']; Number;85
62737sixfourdfqvdcone;Digits found: ['6', '1']; Number;61
seven1two;Digits found: ['7', '2']; Number;72
79qncxqcj1one3;Digits found: ['7', '3']; Number;73
69four3two7six2six;Digits found: ['6', '6']; Number;66
six499;Digits found: ['6', '9']; Number;69
gknlkqvntvmsjzlfb7one;Digits found: ['7', '1']; Number;71
honeightmjlmvmbxsmjzg77;Digits found: ['1', '7']; Number;17
6seven15;Digits found: ['6', '5']; Number;65
five59two91;Digits found: ['5', '1']; Number;51
gmhhtq9368gtsdg;Digits found: ['9', '8']; Number;98
nlmbvxckjtwofourfjnine47threefive;Digits found: ['2', '5']; Number;25
93eightnpkjf26one4;Digits found: ['9', '4']; Number;94
qcslmgkkgbsnrr6ninennr;Digits found: ['6', '9']; Number;69
8381three2threeone;Digits found: ['8', '1']; Number;81
7hnqndhs8;Digits found: ['7', '8']; Number;78
qd65;Digits found: ['6', '5']; Number;65
twogtlrqrlvfourfour5qsixdjhvqvdlljnvbtkq;Digits found: ['2', '6']; Number;26
6seven8ldvkz;Digits found: ['6', '8']; Number;68
gf14sevenrv;Digits found: ['1', '7']; Number;17
2fourpkzdklbvm2;Digits found: ['2', '2']; Number;22
four26jsrbsrxdlmzntsxgg;Digits found: ['4', '6']; Number;46
tghcz8fourthree;Digits found: ['8', '3']; Number;83
threethree8hzlvpjzxcdfvcpjbmc942;Digits found: ['3', '2']; Number;32
jktsix2cprnhkkktjcvkvtkdggvrscf;Digits found: ['6', '2']; Number;62
dzhh82;Digits found: ['8', '2']; Number;82
nine8tsix;Digits found: ['9', '6']; Number;96
9fivernlsl6jvfrljzjg;Digits found: ['9', '6']; Number;96
52d;Digits found: ['5', '2']; Number;52
threethree556nine;Digits found: ['3', '9']; Number;39
g2twoblhhptzdqbbnnrpseven5;Digits found: ['2', '5']; Number;25
jfive8;Digits found: ['5', '8']; Number;58
eighttwotwofiveqdfr9;Digits found: ['8', '9']; Number;89
kqxncc74sjttqklx3lxpffbdlthreetwooneightnb;Digits found: ['7', '8']; Number;78
1xpvjzvplfjdsjqrtmzbknine;Digits found: ['1', '9']; Number;19
five4r6five;Digits found: ['5', '5']; Number;55
72eight;Digits found: ['7', '8']; Number;78
1kzvxckdbjjpprrqn4eight6onebsdmrcxqznjtbnh;Digits found: ['1', '1']; Number;11
htwocglz3jggvkcbzvtconeeight7;Digits found: ['2', '7']; Number;27
twozspgcxf5bhx;Digits found: ['2', '5']; Number;25
ntglpd1six1bv1;Digits found: ['1', '1']; Number;11
5zxgrdlhkmzsix47t43;Digits found: ['5', '3']; Number;53
kfrnghxgfzpjxmstwofourkzvcsksixfive1;Digits found: ['2', '1']; Number;21
grnd423;Digits found: ['4', '3']; Number;43
8f;Digits found: ['8', '8']; Number;88
1xcqchtnsix4tvtffone;Digits found: ['1', '1']; Number;11
bxlbtwotwoeight9twoseveneight;Digits found: ['2', '8']; Number;28
7ldngmndg96pjnfour;Digits found: ['7', '4']; Number;74
five4threexp;Digits found: ['5', '3']; Number;53
mtwonexp7nine3z9;Digits found: ['2', '9']; Number;29
8kg95ninesixtwonem;Digits found: ['8', '1']; Number;81
sixpmvfoursevenz8m;Digits found: ['6', '8']; Number;68
vrszvbtvtr28pzcjxkztzhvmtqvhnqf3;Digits found: ['2', '3']; Number;23
1gsbtwopjkrrqc1one;Digits found: ['1', '1']; Number;11
tbmsix93;Digits found: ['6', '3']; Number;63
n4;Digits found: ['4', '4']; Number;44
kffgtgcl866364;Digits found: ['8', '4']; Number;84
one4qgkzthpmeight8eightfourkdcnpxv6;Digits found: ['1', '6']; Number;16
cfhlmng21five;Digits found: ['2', '5']; Number;25
8lhcseven9vksfgpvlnfq3bglktc;Digits found: ['8', '3']; Number;83
twocc2rpflzhqseventhree;Digits found: ['2', '3']; Number;23
six1fourfivefive5onesnpz;Digits found: ['6', '1']; Number;61
1ffqfxh75flgjqcx;Digits found: ['1', '5']; Number;15
fourthree1twortvlvcsvs2;Digits found: ['4', '2']; Number;42
8rxrpvxthreestbbpcszhnbrsfour;Digits found: ['8', '4']; Number;84
6qdkshgrsjxxsvpmnjxnzmcone71fckgjbrsnq;Digits found: ['6', '1']; Number;61
8568three2eight;Digits found: ['8', '8']; Number;88
1khdqskj;Digits found: ['1', '1']; Number;11
onebdfour6;Digits found: ['1', '6']; Number;16
dpcpqnineqjnfzffsb5tj1ccm4four;Digits found: ['9', '4']; Number;94
nsrvffqhd67sixtwoseventwohdgh3;Digits found: ['6', '3']; Number;63
nvsscfour973fsngxbm6;Digits found: ['4', '6']; Number;46
93zzrgmsqtlckzrnbbk4seven;Digits found: ['9', '7']; Number;97
3seventhreexpfrrfpfiverv7;Digits found: ['3', '7']; Number;37
threeeightfourfoureightnine1one8;Digits found: ['3', '8']; Number;38
7onethreefour33cghone;Digits found: ['7', '1']; Number;71
sevenfivesixseven2;Digits found: ['7', '2']; Number;72
jgbgmcx76qc;Digits found: ['7', '6']; Number;76
zxbpvj7;Digits found: ['7', '7']; Number;77
21xlcgpshvth96fourtwokcvmhcdtxnm;Digits found: ['2', '2']; Number;22
foursix2;Digits found: ['4', '2']; Number;42
6three9nine4sevennine;Digits found: ['6', '9']; Number;69
dqnhdnine3;Digits found: ['9', '3']; Number;93
seven58vzcxqmffive7;Digits found: ['7', '7']; Number;77
xdmeightwomncvnkdkpxtwoonenineseven1tclckshvptwo;Digits found: ['8', '2']; Number;82
gsdff22fivethreebn;Digits found: ['2', '3']; Number;23
one7gd;Digits found: ['1', '7']; Number;17
jcz8xxfdlphz5threepzmjqzfb39qllhvcqj;Digits found: ['8', '9']; Number;89
fivesvjdbqlvgnvkcklszeightcjhdjxdvchfive9;Digits found: ['5', '9']; Number;59
9sfgxbtcgbk;Digits found: ['9', '9']; Number;99
six4zvfivelxfghffvq9bfkshrkmbn;Digits found: ['6', '9']; Number;69
sdtxjnnjjp3fivejsll5;Digits found: ['3', '5']; Number;35
tpeightwozhzqxjstneightsixgbjlmsjfls6tlc;Digits found: ['8', '6']; Number;86
668ninenine;Digits found: ['6', '9']; Number;69
three7two;Digits found: ['3', '2']; Number;32
gtskqnine1seven862mm;Digits found: ['9', '2']; Number;92
487jsqqfkzfcs2lthng7five;Digits found: ['4', '5']; Number;45
gjks7;Digits found: ['7', '7']; Number;77
lfnqzjphssevenone2qvfiveninexhr;Digits found: ['7', '9']; Number;79
fvfgnddffhjjfour9six9;Digits found: ['4', '9']; Number;49
ttkmtncjc9five5eight3;Digits found: ['9', '3']; Number;93
3seven24426four;Digits found: ['3', '4']; Number;34
two9jnd5eight;Digits found: ['2', '8']; Number;28
threeonevmzqdxvjlqxgzqone1hcpqsd43;Digits found: ['3', '3']; Number;33
tfzzzjjbx7oneeightbqthree;Digits found: ['7', '3']; Number;73
68onerrpvsixvkmnrndq;Digits found: ['6', '6']; Number;66
jbjljljmtwoqgt3kpvdkdsixone;Digits found: ['2', '1']; Number;21
kxvbxzzxrfour2slfjkkgq555gxfsix;Digits found: ['4', '6']; Number;46
three9tsthree;Digits found: ['3', '3']; Number;33
eighttbtdg2sevenxsqsq;Digits found: ['8', '7']; Number;87
seven213jbqmvmvvhsixrfqhlfive;Digits found: ['7', '5']; Number;75
nsvcdhkbdmxqbkthree28ztjtlsqprcplmx;Digits found: ['3', '8']; Number;38
4lntqfk4tkmmgkvrcninenineonelpjtq;Digits found: ['4', '1']; Number;41
221eightqfp7eightzshhl;Digits found: ['2', '8']; Number;28
vppzgrsix1fmvpcpkvsvppspqcsixone;Digits found: ['6', '1']; Number;61
5lhcrxclclcsix4;Digits found: ['5', '4']; Number;54
qhone2mhhxqqdl73seven5;Digits found: ['1', '5']; Number;15
5three9hdnfrgfjsfive7;Digits found: ['5', '7']; Number;57
grcfbvfkj4;Digits found: ['4', '4']; Number;44
487mzcgxvxqgx;Digits found: ['4', '7']; Number;47
four8nine3four3lpqnclxzzbmjztbhdfdjfive;Digits found: ['4', '5']; Number;45
3six6kbrvjjsndlxvsz5qcfmtzsqlmqbrn;Digits found: ['3', '5']; Number;35
klcx6eightsix2onesixthree;Digits found: ['6', '3']; Number;63
8ztdfdglxhjxmmvktwolsrr5six7;Digits found: ['8', '7']; Number;87
9two66three;Digits found: ['9', '3']; Number;93
6threesixtgnznd;Digits found: ['6', '6']; Number;66
ggglpldvkkhgmrgt3;Digits found: ['3', '3']; Number;33
9kktwo3srdtpskbbx446;Digits found: ['9', '6']; Number;96
7xmrfkbsr5nzqfgseveneightcbshpfour;Digits found: ['7', '4']; Number;74
six5eightseven5gzsjfthree21;Digits found: ['6', '1']; Number;61
2897cgv;Digits found: ['2', '7']; Number;27
dffvs7zrlrvlkjcfourjxsndkzq4;Digits found: ['7', '4']; Number;74
eight22blzxvvshgtqlqpqhsixctp;Digits found: ['8', '6']; Number;86
three8bgjhkvnbdvbttblp1fivenxslnseven;Digits found: ['3', '7']; Number;37
3one21x73twongdnb;Digits found: ['3', '2']; Number;32
kfzzhhctgrlznqcdvzshlfive56pdqx;Digits found: ['5', '6']; Number;56
cfsthhgvgfddmsjn83sjrrkxzl;Digits found: ['8', '3']; Number;83
four99tfvbtxgfqrlhcdktmp;Digits found: ['4', '9']; Number;49
3rfhfgcf8six2;Digits found: ['3', '2']; Number;32
onexsbxqmqkj3hrblqnfrseven;Digits found: ['1', '7']; Number;17
hfgnvtdzzb51gtljm9eight;Digits found: ['5', '8']; Number;58
zprhsph3;Digits found: ['3', '3']; Number;33
sixsevennine2four715nine;Digits found: ['6', '9']; Number;69
fzxzkcvcxl4;Digits found: ['4', '4']; Number;44
lcnkqqsrtwogcbvxrtfp2five5three2;Digits found: ['2', '2']; Number;22
7ninesix9jxhrdqrpr94;Digits found: ['7', '4']; Number;74
lxpqxseven2three;Digits found: ['7', '3']; Number;73
mnsjjgdlltwodrcfltwo8vninemqlfqsgccl3;Digits found: ['2', '3']; Number;23
sevennfkfvxsqr7twotwonedb;Digits found: ['7', '1']; Number;71
7twonpkjfjmgqxsxpdtninetpsfjlqvv;Digits found: ['7', '9']; Number;79
seventhree328sixscxmpqjlxftwo;Digits found: ['7', '2']; Number;72
3qpxvglmpcgxzrseven9;Digits found: ['3', '9']; Number;39
6onemqrvdmckhmdrzxzkxbjthreeeighttwoql;Digits found: ['6', '2']; Number;62
sevenfdpqqzpbflflgph698eight9;Digits found: ['7', '9']; Number;79
fivedbntvzzdq36two3;Digits found: ['5', '3']; Number;53
8six3fivefivefivesevenpxqpxrjqseven;Digits found: ['8', '7']; Number;87
sixtwoqt4;Digits found: ['6', '4']; Number;64
tmcfive4zkxhvlrvfzhkczpkvbxk1;Digits found: ['5', '1']; Number;51
rbrnxxbfxmbqscltvsixone79three;Digits found: ['6', '3']; Number;63
88sixzqntjsfhqj6three43;Digits found: ['8', '3']; Number;83
pmcfsrpknvbfhrzlvlcffjmfive32323;Digits found: ['5', '3']; Number;53
97rtggjhvvdfive;Digits found: ['9', '5']; Number;95
vtdljvqht1fivefivetwo;Digits found: ['1', '2']; Number;12
88rqtpdz5nine;Digits found: ['8', '9']; Number;89
rtwone725;Digits found: ['2', '5']; Number;25
sghfour2eightgrgpsmfxpchmmpndccgzfzz;Digits found: ['4', '8']; Number;48
kpgrhmtkxzzmdpcdzeighteight2;Digits found: ['8', '2']; Number;82
5bfhbmffeight6;Digits found: ['5', '6']; Number;56
8fqtr17czztqgfour4lx;Digits found: ['8', '4']; Number;84
9xnbmgqgvrtwonevs;Digits found: ['9', '1']; Number;91
1zqsvmcqsxjtp;Digits found: ['1', '1']; Number;11
twollzsslxc37sixoneightp;Digits found: ['2', '8']; Number;28
6bbgl76;Digits found: ['6', '6']; Number;66
58zntvhvgdnh2;Digits found: ['5', '2']; Number;52
three54;Digits found: ['3', '4']; Number;34
fftdddqnninesevenone76;Digits found: ['9', '6']; Number;96
6ddqzjoneeighttwothree;Digits found: ['6', '3']; Number;63
56threetcp46;Digits found: ['5', '6']; Number;56
21six3m;Digits found: ['2', '3']; Number;23
214onethreesp6six;Digits found: ['2', '6']; Number;26
652three6;Digits found: ['6', '6']; Number;66
lvc1onefiveone;Digits found: ['1', '1']; Number;11
6ddrgglstz;Digits found: ['6', '6']; Number;66
twothreerjpb2four55;Digits found: ['2', '5']; Number;25
eight8eightwoh;Digits found: ['8', '2']; Number;82
fivefqckddnine7one61zlkjgxjtqq;Digits found: ['5', '1']; Number;51
gzneightwovlsdvcmvj3qhbfmkdnvqone99;Digits found: ['8', '9']; Number;89
92sixgxsix;Digits found: ['9', '6']; Number;96
64eightxb2six;Digits found: ['6', '6']; Number;66
51fivepbxrzkdzjhsixoneightmt;Digits found: ['5', '8']; Number;58
ninem3nlpdtonefivethree6six;Digits found: ['9', '6']; Number;96
lvxf3nine1eight;Digits found: ['3', '8']; Number;38
vvbvfvtninefive5onezgtsjplxc;Digits found: ['9', '1']; Number;91
qltld5p9tgpmkzrf4;Digits found: ['5', '4']; Number;54
71six;Digits found: ['7', '6']; Number;76
2threergjrcqsixhgjtdkjpqnglzgdpqntnqtzcfcbb3;Digits found: ['2', '3']; Number;23
7xfj5btrml3two;Digits found: ['7', '2']; Number;72
979nzpjkcthcl13tnfour;Digits found: ['9', '4']; Number;94
one1jseven6three7five;Digits found: ['1', '5']; Number;15
tppnljghmhxplmnjgfmpfourtkffqcghxx9four9;Digits found: ['4', '9']; Number;49
396;Digits found: ['3', '6']; Number;36
onettfdjdd5msplxhlqvv12;Digits found: ['1', '2']; Number;12
7mrqgcxbbtwo6seven5oneonesix;Digits found: ['7', '6']; Number;76
hjnq8vbshrbxeight9sixlxznhqgcc;Digits found: ['8', '6']; Number;86
sixzq9nnq4lxzhzmzjmnbtfbkf;Digits found: ['6', '4']; Number;64
vfjhmf3ksgnlzzhsdtwotg9eight;Digits found: ['3', '8']; Number;38
ddztjmr453qghvzrtsgf;Digits found: ['4', '3']; Number;43
55lzcrzseven39;Digits found: ['5', '9']; Number;59
onecggvnjfpone27qrzcrxvp6;Digits found: ['1', '6']; Number;16
286hfzchgcgtcqhr;Digits found: ['2', '6']; Number;26
ngeighteightfive5mbdn;Digits found: ['8', '5']; Number;85
l1five;Digits found: ['1', '5']; Number;15
712onekndmfive6ntrmsk8eightwop;Digits found: ['7', '2']; Number;72
hqgfive512fourhgrm;Digits found: ['5', '4']; Number;54
vpdvhpkngnntqptmsevenoneseven619;Digits found: ['7', '9']; Number;79
ninesevenckpjpxszfv1jzxtptvrdkfourfour;Digits found: ['9', '4']; Number;94
tjlcs5onetxfkq6hzfklslthreeeight;Digits found: ['5', '8']; Number;58
mxjrssqxt7one7hnffgqcgsthree;Digits found: ['7', '3']; Number;73
onefsxjsnzxncsix1rr;Digits found: ['1', '1']; Number;11
four725deight;Digits found: ['4', '8']; Number;48
sgssrlckfourprpsix5rktmjhxksgmvdqmnkndjls;Digits found: ['4', '5']; Number;45
75eightr6three;Digits found: ['7', '3']; Number;73
6threesixx1sixsixcbxxcxvnhsgl;Digits found: ['6', '6']; Number;66
4fiveeightkj9fivemqzvcc;Digits found: ['4', '5']; Number;45
ncgqljseveneight61nbcv;Digits found: ['7', '1']; Number;71
three83pnineskc;Digits found: ['3', '9']; Number;39
fivehninesevensix5;Digits found: ['5', '5']; Number;55
five617twosr6nine;Digits found: ['5', '9']; Number;59
ncjjfvzzmghgq8;Digits found: ['8', '8']; Number;88
2n48twodpnpgq;Digits found: ['2', '2']; Number;22
qpgnxtvhq1jcvtxlfkfour6eighttwoztzddkmpbk;Digits found: ['1', '2']; Number;12
fivevhfxpjtmdj2ninesevennine9two;Digits found: ['5', '2']; Number;52
fivejtxmg4hbctmpnntlpbzfmxqgthreejbjdb;Digits found: ['5', '3']; Number;53
4xgrzszmhx;Digits found: ['4', '4']; Number;44
28four78tmrkfndeighteightwonq;Digits found: ['2', '2']; Number;22
zvnxmbtjqzblnine3five;Digits found: ['9', '5']; Number;95
slmt6onetwo5sixfour;Digits found: ['6', '4']; Number;64
bthreenine3five;Digits found: ['3', '5']; Number;35
3fxjfivevcdmmphtrccptz;Digits found: ['3', '5']; Number;35
8fourksxxsixsevenseventwofour;Digits found: ['8', '4']; Number;84
fpxvbdgqxzdzxone7threeptgzhhqmkxmseven;Digits found: ['1', '7']; Number;17
9six654;Digits found: ['9', '4']; Number;94
foursix6559;Digits found: ['4', '9']; Number;49
9fvsdcbmmghfive8one8oneone;Digits found: ['9', '1']; Number;91
dlxcsjmcjpmmjr64onegtkkqkmhkl1;Digits found: ['6', '1']; Number;61
pxkqbgdfour89;Digits found: ['4', '9']; Number;49
nn88;Digits found: ['8', '8']; Number;88
6sixthree;Digits found: ['6', '3']; Number;63
1zxszmgmfg9drnjzd;Digits found: ['1', '9']; Number;19
eight8onetvgzfzfjqlqtwo2dfhtwo;Digits found: ['8', '2']; Number;82
kcgzq8cxdqphsglsixfivefourdbsjjmdtnxrzt;Digits found: ['8', '4']; Number;84
4threenine3dpflrrtmt;Digits found: ['4', '3']; Number;43
one83five;Digits found: ['1', '5']; Number;15
8sixthreetwonez;Digits found: ['8', '1']; Number;81
3fxnhqrrseven;Digits found: ['3', '7']; Number;37
seven4onetwo;Digits found: ['7', '2']; Number;72
fourbvnvbnineqggx5twovbdzztqccjhqqqnine;Digits found: ['4', '9']; Number;49
qzcdgvninejbrfoursixseven24;Digits found: ['9', '4']; Number;94
vknqxgpgxnl2mrmbxprseven;Digits found: ['2', '7']; Number;27
kfggmlcht8sevenfourkbtdzstpsnine;Digits found: ['8', '9']; Number;89
kxzhchjh77sixmvtceight4seven;Digits found: ['7', '7']; Number;77
five17;Digits found: ['5', '7']; Number;57
